Name,Summary,skills
Web Developer Engineer,"We have an immediate opening for a Web Developer Engineer, ideally to be located in our San Francisco, CA office.Mastery of HTML, the DOM and styling with CSS.JiraIssue tracking and project management software by Atlassian.401(k)A retirement savings plan sponsored by an employer which allows employees to invest tax-deferred, pre-tax or post-tax contributions. Employers may offer matching or non-elective contributions on behalf of employees as an additional benefit. Disability FriendlyIndividuals with disabilities are encouraged to apply.+18 moreShell ScriptingScripts that run in a Unix or Windows shell.MVCThe software architectural pattern that divides an application into three components: the model, the view, and the controller.Stock OptionsThe contractual right for an employee to buy shares of the company's stock at an agreed upon, discounted price during a specified period of time.DjangoOpen source web framework built on Python.Computer Engineering DegreePostsecondary degree in computer engineering, including degrees in hardware engineering and software engineering. A degree in computer engineering focuses on hardware and software development.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.PythonAn interpreted, open-source programming language.Software DevelopmentExperience in or knowledge of software development.APIsSkill or experience with programming interfaces that allow communication between products or services.GitA version-control system for source code management.Paid Time OffPaid time off from work.ReactA JavaScript library for building user interfaces for web applications.Health InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.Vision InsuranceHealth insurance specifically for vision which may cover eye exams and eyewear.CSSA style sheet language that, when paired with a markup language, describes the visual presentation of a document. Developed and maintained by the W3C (World Wide Web Consortium).Dental InsuranceHealth insurance specifically for dental which may cover teeth cleanings and cavity fillings.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.HTML5Hypertext Markup Language (HTML) is the standard language for building web pages and applications. HTML5 is the fifth version.","['scripting', 'React', 'css', 'visual', 'plan', 'ply', 'shell', 'ai', 'django', 'html', 'Git', 'gin', 'MVC', 'javascript', 'python']"
Staff Software Engineer,"Significant experience with industrial control networks such as EtherCAT and CAN.Work with software and other engineers (mechanical, electrical, systems) as…RoboticsExperience with the design, construction, and operation of robots.Doctoral DegreeTerminal degree awarded by universities or colleges at the completion of an advanced, research-focused course of study. A Doctoral Degree enables the holder to teach at high levels in universities or colleges, or to work in other specialized professional roles. Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.+6 moreAgileKnowledge of or experience managing projects in incremental iterations to continually maximize flexibility and efficiency of a process.C/C++Generic programming language developed by Bjarne Stroustrup. C is standardized by the ISO (International Standards Organization) and ANSI (American National Standards Institute). C++ is standardized by the ISO.FDA RegulationsKnowledge of the federal regulations related to the public health impact of goods in the United States as established by the FDA (Food & Drug Administration).Computer VisionKnowledge or understanding of the science by which computer systems process and understand images.Communication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing.Robotics DegreePostsecondary degree in robotics or robotics engineering.","['Go', 'c++', 'Net', 'c', 'gin']"
Senior Software Engineer,"Team management and document control.Experience with HIPAA and HiTech Act, and FDA cybersecurity standards in cloud architecture, web development, and/or App…Cloud ArchitectureExperience implementing or maintaining one or more components of cloud computing architecture, including servers, storage, network, management or deployment softwares, and platform virtualization.Application DevelopmentExperience or skill in developing computer or mobile device applications.ReduxAn open-source library for managing the state of JavaScript applications.+18 moreFull-timeAn employee will work full time.Master's DegreeDegree awarded to students by universities or colleges at the completion of a post-bachelor's degree course of study. A Master's Degree is considered more advanced than a bachelor's degree. May be awarded as part of a PhD.Retirement PlanA retirement savings plan sponsored by an employer which allows employees to invest a portion of their paycheck before taxes are taken out.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.FDA RegulationsKnowledge of the federal regulations related to the public health impact of goods in the United States as established by the FDA (Food & Drug Administration).Health InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.Node.jsAn open source server environment based on JavaScript.AWSExperience with Amazon Web Services, a platform which provides a wide array of information technology services to individuals or organizations. Services include but are not limited to cloud computing, data storage, database services, business applications, and content delivery. MongoDBOpen-source NOSQL document-oriented database.Paid Time OffPaid time off from work.DevOpsSkill or experience in the agile relationship and processes between software development and IT operations to improve communication and collaboration.ReactA JavaScript library for building user interfaces for web applications.CSSA style sheet language that, when paired with a markup language, describes the visual presentation of a document. Developed and maintained by the W3C (World Wide Web Consortium).Dental InsuranceHealth insurance specifically for dental which may cover teeth cleanings and cavity fillings.Web DevelopmentExperience in or knowledge of developing websites.JavaScriptA dynamic scripting language used to enhance web pages. Runs mainly in browsers.Vision InsuranceHealth insurance specifically for vision which may cover eye exams and eyewear.Requirements ManagementExperience with managing the continuous process of prioritizing and agreeing on requirements, planning and controlling releases, and communicating changes to customers and stakeholders.","['scripting', 'React', 'css', 'Go', 'visual', 'plan', 'aws', 'Node.js', 'mobile', 'ai', 'mongodb', 'nosql', 'Net', 'gin', 'database', 'redux', 'javascript']"
Software Testing Development Engineer,"You will be responsible for creating and maintaining a TDD environment for software used by millions of users.Bachelor's degree or equivalent experience.C/C++Generic programming language developed by Bjarne Stroustrup. C is standardized by the ISO (International Standards Organization) and ANSI (American National Standards Institute). C++ is standardized by the ISO.PerlA general-purpose programming language often used for developing web applications and scripting.LinuxOpen-source kernel for a family of operating systems.+10 moreRubyAn open-source, object-oriented programming language.Disability FriendlyIndividuals with disabilities are encouraged to apply.Test Driven DevelopmentSkill or experience in the software development process which involves writing and testing code.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.JavaA compiled programming language and computing platform. Runs mainly on servers.CIExperience consolidating several developers' code into a shared repository in order to detect potential bugs or problems before deployment.Communication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing.Analysis SkillsSkill at using mental reasoning or research to gain insight into or solve problems.Software TestingExperience testing software to eliminate potential problems.iOSOperating system for Apple mobile devices, such as phones or tablets.","['scripting', 'java', 'ply', 'Object-oriented programming', 'ai', 'mobile', 'ios', 'perl', 'c++', 'ruby', 'c', 'gin', 'linux']"
"Junior Java Backend Engineer - San Mateo, CA","Use of cloud services and tooling (e.g. AWS, Docker, Kubernetes, Atmos, Elastic Search).Successful software engineers at Guidewire typically have:DockerContainer management software. Allows software to be run in the cloud across machines.KubernetesA system for automating the management of containerized applications.PostgreSQLOpen-source object-relational database management system.+11 moreMySQLOpen-source relational database management system written in C/C++ and developed by Oracle.AWSExperience with Amazon Web Services, a platform which provides a wide array of information technology services to individuals or organizations. Services include but are not limited to cloud computing, data storage, database services, business applications, and content delivery. Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.Computer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.OracleDatabase used for online transaction processing and data warehousing developed by Oracle Corporation.JavaA compiled programming language and computing platform. Runs mainly on servers.ElasticsearchOpen-source Lucene-based enterprise search engine built with Java.Communication SkillsExperience or skill effectively exchanging and understanding information, verbally or in writing.AgileKnowledge of or experience managing projects in incremental iterations to continually maximize flexibility and efficiency of a process.JUnitA testing framework used for unit testing in Java.High AvailabilityExperience or skill in designing or assessing a system's ability to operate continuously for a long length of time without failure.","['postgresql', 'java', 'docker', 'mysql', 'aws', 'oracle', 'data architecture', 'kubernetes', 'ai', 'algorithms', 'c++', 'gin', 'c', 'database']"
Machine Learning Engineer,"Free lunch daily at our office located right next to the Caltrain in San Francisco.Experience deploying distributed machine learning systems on AWS or Google…Vision InsuranceHealth insurance specifically for vision which may cover eye exams and eyewear.Google Cloud PlatformA platform for cloud services offered by Google.Dental InsuranceHealth insurance specifically for dental which may cover teeth cleanings and cavity fillings.+14 more401(k) MatchingAn employer-sponsored retirement savings plan, with pre-tax or tax-deferred benefits, where employers match employee contributions.TensorFlowAn open-source software library used for numerical computation for building machine learning applications.Deep LearningKnowledge of or experience with using deep learning, a subfield of machine learning in which the model has the ability to learn and make decisions on its own by relying on layers of ANN (artificial neural networks).RemoteA job that can be performed entirely remotely. May involve on-site training or an on-site interview, but the job itself can be performed remotely with no need to travel.Food ProvidedFood provided by an employer.Natural Language ProcessingExperience with Natural Language Processing, a process that focuses on interaction between computers and human languages.PythonAn interpreted, open-source programming language.Computer Science DegreePostsecondary degree in computer science, including degrees in information technology. A degree in computer engineering focuses on programming, data architecture, algorithms, and theory.401(k)A retirement savings plan sponsored by an employer which allows employees to invest tax-deferred, pre-tax or post-tax contributions. Employers may offer matching or non-elective contributions on behalf of employees as an additional benefit. Health InsuranceA type of insurance that covers the whole or part of an insured person's medical expenses.Machine LearningKnowledge of or experience with machine learning. Machine learning may incorporate algorithm development, training algorithms with sample sets, or using machine learning results for data analysis.Bachelor's DegreeDegree awarded to students by universities or colleges at the completion of an undergraduate, post-high school course of study.AWSExperience with Amazon Web Services, a platform which provides a wide array of information technology services to individuals or organizations. Services include but are not limited to cloud computing, data storage, database services, business applications, and content delivery. Legal ResearchExperience with or knowledge of legal research, including knowledge of legal research services.","['Go', 'plan', 'aws', 'data architecture', 'ai', 'Google Cloud', 'algorithms', 'Net', 'machine learning', 'gin', 'database', 'tensorflow', 'python']"
Software Engineer - Full-stack (Data Products),"What you'll be doing Design, build and deploy frontend and backend software components Collaborate closely with our analytics, engineering and product teams to…",['gin']
Android Engineer,"Knowledge of Java language and related frameworks.In addition to the Software Engineer requirements above, you have:","['gin', 'java']"
Senior Software Engineer,"3+ years hands-on experience developing scalable, customer facing web services and software applications.Migrating millions of subscription records from MySQL…","['mysql', 'scala']"
Staff Software Engineer - Ecomm,Drives the execution of multiple business plans and projects by identifying customer and operational needs; developing and communicating business plans and…,['plan']
"Sr. Software Engineer, Frontend - Frontend",Slack will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance.What you will be doing.,['ai']
AppD DevOps Engineer,"Experience programming in Java or a similar language.It is real time, very scalable, and highly available, and is the source of data for performance and…","['scala', 'java', 'ai']"
React Engineer (Front-End),"Lead developer on iMessage, FaceTime, CarPlay.Everyone wants to be healthy.Future is giving anyone, anywhere the ability to partner with an expert trainer.",['ai']
Full Stack Engineer,Collaborate with our product and design teams to implement data exploration and visualization features in our client application.What We Are Looking For.,['visual']
Staff Software Engineer - C++ (System Performance),"The Autonomous Vehicle (AV) software pipeline employs complex algorithms in the domains of perception, planning and control, which leads to aggressive system…","['plan', 'algorithms', 'ai']"
Machine Learning Engineer - Health ML,"You are a strong technical advocate with a background in Java, C++, or Scala, and Python.You are knowledgeable in one or more of the following: machine…","['scala', 'c++', 'java', 'python']"
"Frontend Engineer, Identity","Help turn our vision into a tangible roadmap every quarter by working with engineers, product managers and senior leadership.What we look for in you:",['gin']
"Software Engineer, Embedded Systems - University Graduate","BS/MS in Computer Science, something similar or equivalent work experience.As part of the Software Engineering team, you’ll have ownership of one or more…",['gin']
Online Marketing Associate - 2020 Graduate,"You'll join a world-class team that is a critical growth engine for the company.It’s great, but not required, if you have:Not eligible for Visa sponsorship.",['gin']
Web Developer Engineer,"We have an immediate opening for a Web Developer Engineer, ideally to be located in our San Francisco, CA office.Mastery of HTML, the DOM and styling with CSS.","['css', 'html', 'gin']"
Staff Software Engineer,"Significant experience with industrial control networks such as EtherCAT and CAN.Work with software and other engineers (mechanical, electrical, systems) as…","['gin', 'Net']"
Software Testing Development Engineer,You will be responsible for creating and maintaining a TDD environment for software used by millions of users.Bachelor's degree or equivalent experience.,['ai']
"Junior Java Backend Engineer - San Mateo, CA","Use of cloud services and tooling (e.g. AWS, Docker, Kubernetes, Atmos, Elastic Search).Successful software engineers at Guidewire typically have:","['docker', 'gin', 'aws', 'kubernetes']"
Machine Learning Engineer,Free lunch daily at our office located right next to the Caltrain in San Francisco.Experience deploying distributed machine learning systems on AWS or Google…,"['Go', 'aws', 'machine learning', 'ai']"
iOS Engineer,"Write great code and review others’ code to make the overall team better.Help define, design and implement world class, consumer iOS applications.",['ios']
Software Development Engineer in Test Intern,"Exposure to writing scripts using Python or Node.js.You will be expected to learn new processes and implementation techniques, contribute to the automation…","['automation', 'python', 'Node.js']"
Senior Software Engineer (Front End),An almost miserly habit of protecting developer time by cutting scope and buying instead of building.Build the user interaction for a machine learning platform…,['machine learning']
Software Engineer - Tools and Infrastructure,"Proficient in Java/Scala, C/C++, or Python.Experience with cloud technologies, e.g. AWS, Azure, GCP, Docker, Kubernetes.","['java', 'docker', 'scala', 'aws', 'GCP', 'kubernetes', 'c++', 'Azure', 'c', 'python']"
Principal Software Engineer,"Experience in JavaScript, and one or more programming languages including but not limited to: PHP, Java, Python.10+ years of experience, BS Degree.","['javascript', 'java', 'python', 'php']"
Infrastructure Software Engineer,"Highly skilled at developing and debugging in C/C++, Java, or Go.It culminates in careful attention to edge cases and error handling, polished code, and great…","['Go', 'java', 'c++', 'c', 'gin']"
Software Engineer - Revenue Data Platform (Revenue Platform),Previous experience with cloud server environments such as Amazon Web Services (AWS) and/or Google Cloud Platform (GCP).What Else You Can Expect:,"['Google Cloud', 'aws', 'GCP']"
Go Engineer,"Backend engineers work closely with frontend engineers & product managers to make sure the deliver the APIs, infrastructure, and scalability needed for every…","['scala', 'gin']"
Machine Learning Engineer - Health ML,"You are a strong technical advocate with a background in Java, C++, or Scala, and Python.You are knowledgeable in one or more of the following: machine…","['scala', 'c++', 'java', 'python']"
"Frontend Engineer, Identity","Help turn our vision into a tangible roadmap every quarter by working with engineers, product managers and senior leadership.What we look for in you:",['gin']
"Software Engineer, Embedded Systems - University Graduate","BS/MS in Computer Science, something similar or equivalent work experience.As part of the Software Engineering team, you’ll have ownership of one or more…",['gin']
Online Marketing Associate - 2020 Graduate,"You'll join a world-class team that is a critical growth engine for the company.It’s great, but not required, if you have:Not eligible for Visa sponsorship.",['gin']
Web Developer Engineer,"We have an immediate opening for a Web Developer Engineer, ideally to be located in our San Francisco, CA office.Mastery of HTML, the DOM and styling with CSS.","['css', 'html', 'gin']"
Staff Software Engineer,"Significant experience with industrial control networks such as EtherCAT and CAN.Work with software and other engineers (mechanical, electrical, systems) as…","['gin', 'Net']"
Software Testing Development Engineer,You will be responsible for creating and maintaining a TDD environment for software used by millions of users.Bachelor's degree or equivalent experience.,['ai']
"Junior Java Backend Engineer - San Mateo, CA","Use of cloud services and tooling (e.g. AWS, Docker, Kubernetes, Atmos, Elastic Search).Successful software engineers at Guidewire typically have:","['docker', 'gin', 'aws', 'kubernetes']"
Machine Learning Engineer,Free lunch daily at our office located right next to the Caltrain in San Francisco.Experience deploying distributed machine learning systems on AWS or Google…,"['Go', 'aws', 'machine learning', 'ai']"
Software Engineer,Develop applications that run on a cloud infrastructure – Azure and Google Cloud.AutomotiveMastermind currently provides U.S. automotive dealers with AI…,"['Google Cloud', 'Azure', 'ai']"
Staff Software Engineer (REF24580T) - Visa Digital Developer...,"The role is a self-organized Staff Software Engineer with solid JAVA and RESTful API development experience.Solid experience programming in Java, J2EE.","['rest', 'gin', 'java']"
Sr. Full Stack Software Engineer (Audiences Team),"Do you have a deep understanding, and experience building applications across the traditional web application stack (Django/DRF or Rails preferred)?","['django', 'rails']"
Backend Developer,"Proficiency in one or more languages including Perl, Python, Shell, Java and C++.Solid understanding of NoSQL landscape, internals of NoSQL frameworks (like…","['java', 'perl', 'c++', 'nosql', 'python', 'shell']"
Machine Learning Engineer,"Experience with bash scripting, Python, Pytorch or Tensorflow, GCP or AWS.3+ years of relevant experience or PhD in statistics, machine learning or…","['scripting', 'aws', 'GCP', 'pytorch', 'machine learning', 'tensorflow', 'python']"
Backend Developer,"Working across our stack technologies like Python, MySQL, Redis, RabbitMQ, many AWS services and more...Familiarity with Python is a plus.","['mysql', 'aws', 'redis', 'python']"
"Software Engineer, Backend",3+ years experience with Python or other similar object-oriented language.Implement highly scalable distributed systems in a cloud environment.,"['scala', 'python']"
Software Development Engineer in Test,"Experience in object oriented designing and object oriented languages such as Java, .NET, Objective C, C++, Python, Ruby.","['java', 'c++', 'ruby', '.net', 'python']"
Senior Software Engineer,"Location: Santa Clara, CA, USA (HQ).You are an experienced full stack software engineer passionate about building scalable cloud products and genuinely excited…","['scala', 'gin']"
Software Engineer Summer Intern - Java,"Fluency with Java, SQL, Perl/Python, or C++.Fast prototyping skills, familiarity with scripting languages such as bash, perl, awk, python.","['scripting', 'java', 'sql', 'perl', 'c++', 'prototyping', 'python']"
"Sr. Software Engineer, Frontend, Website - Frontend",Slack will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance.,['ai']
"Sr. Software Engineer, Backend","Strong experience in one or more of the following languages for backend development: Java, Go, C#, C++, Python.Able to lead and work with a distributed team.","['Go', 'java', 'c#', 'c++', 'python']"
Software Engineer,"Designing, developing and implementing major game systems.Assisting Design and Art in planning and implementing game concepts and player abilities.",['plan']
Software Engineering - Frontend,"Comfortable navigating backend code in RoR or Python.Experience building apps with React.js, React Native, or similar frameworks.","['React', 'js', 'python']"
Software Engineer - Back End,"What You Get To Do Every Day:A great 401(k) plan: our own!Work with a range of technologies - you might encounter Node, TypeScript, React, Heroku, AWS,…","['React', 'plan', 'aws', 'typescript', 'node', 'heroku']"
Machine Learning Engineer - Health ML,"You are a strong technical advocate with a background in Java, C++, or Scala, and Python.You are knowledgeable in one or more of the following: machine…","['scala', 'c++', 'java', 'python']"
"Frontend Engineer, Identity","Help turn our vision into a tangible roadmap every quarter by working with engineers, product managers and senior leadership.What we look for in you:",['gin']
"Software Engineer, Embedded Systems - University Graduate","BS/MS in Computer Science, something similar or equivalent work experience.As part of the Software Engineering team, you’ll have ownership of one or more…",['gin']
Online Marketing Associate - 2020 Graduate,"You'll join a world-class team that is a critical growth engine for the company.It’s great, but not required, if you have:Not eligible for Visa sponsorship.",['gin']
Web Developer Engineer,"We have an immediate opening for a Web Developer Engineer, ideally to be located in our San Francisco, CA office.Mastery of HTML, the DOM and styling with CSS.","['css', 'html', 'gin']"
Staff Software Engineer,"Significant experience with industrial control networks such as EtherCAT and CAN.Work with software and other engineers (mechanical, electrical, systems) as…","['gin', 'Net']"
Software Testing Development Engineer,You will be responsible for creating and maintaining a TDD environment for software used by millions of users.Bachelor's degree or equivalent experience.,['ai']
"Junior Java Backend Engineer - San Mateo, CA","Use of cloud services and tooling (e.g. AWS, Docker, Kubernetes, Atmos, Elastic Search).Successful software engineers at Guidewire typically have:","['docker', 'gin', 'aws', 'kubernetes']"
Machine Learning Engineer,Free lunch daily at our office located right next to the Caltrain in San Francisco.Experience deploying distributed machine learning systems on AWS or Google…,"['Go', 'aws', 'machine learning', 'ai']"
Senior Software Engineer,"Location: Santa Clara, CA, USA (HQ).You are an experienced full stack software engineer passionate about building scalable cloud products and genuinely excited…","['scala', 'gin']"
Software Engineer Summer Intern - Java,"Fluency with Java, SQL, Perl/Python, or C++.Fast prototyping skills, familiarity with scripting languages such as bash, perl, awk, python.","['scripting', 'java', 'sql', 'perl', 'c++', 'prototyping', 'python']"
"Sr. Software Engineer, Frontend, Website - Frontend",Slack will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance.,['ai']
"Sr. Software Engineer, Backend","Strong experience in one or more of the following languages for backend development: Java, Go, C#, C++, Python.Able to lead and work with a distributed team.","['Go', 'java', 'c#', 'c++', 'python']"
Software Engineer,"Designing, developing and implementing major game systems.Assisting Design and Art in planning and implementing game concepts and player abilities.",['plan']
Software Engineering - Frontend,"Comfortable navigating backend code in RoR or Python.Experience building apps with React.js, React Native, or similar frameworks.","['React', 'js', 'python']"
Software Engineer - Back End,"What You Get To Do Every Day:A great 401(k) plan: our own!Work with a range of technologies - you might encounter Node, TypeScript, React, Heroku, AWS,…","['React', 'plan', 'aws', 'typescript', 'node', 'heroku']"
Sr. Full Stack Software Engineer (Audiences Team),"Do you have a deep understanding, and experience building applications across the traditional web application stack (Django/DRF or Rails preferred)?","['django', 'rails']"
Backend Developer,"Proficiency in one or more languages including Perl, Python, Shell, Java and C++.Solid understanding of NoSQL landscape, internals of NoSQL frameworks (like…","['java', 'perl', 'c++', 'nosql', 'python', 'shell']"
Staff Software Engineer (REF24580T) - Visa Digital Developer...,"The role is a self-organized Staff Software Engineer with solid JAVA and RESTful API development experience.Solid experience programming in Java, J2EE.","['rest', 'gin', 'java']"
Software Engineer - Full Stack,"Represent complex, novel concepts from machine learning and cryptography in an intuitive way.Experience developing software for data analysis, machine learning…","['cryptography', 'machine learning']"
Backend Developer,"Working across our stack technologies like Python, MySQL, Redis, RabbitMQ, many AWS services and more...Familiarity with Python is a plus.","['mysql', 'aws', 'redis', 'python']"
Software Development Engineer in Test,"Experience in object oriented designing and object oriented languages such as Java, .NET, Objective C, C++, Python, Ruby.","['java', 'c++', 'ruby', '.net', 'python']"
Machine Learning Engineer,"Experience with bash scripting, Python, Pytorch or Tensorflow, GCP or AWS.3+ years of relevant experience or PhD in statistics, machine learning or…","['scripting', 'aws', 'GCP', 'pytorch', 'machine learning', 'tensorflow', 'python']"
Infrastructure Software Engineer,"Highly skilled at developing and debugging in C/C++, Java, or Go.It culminates in careful attention to edge cases and error handling, polished code, and great…","['Go', 'java', 'c++', 'c', 'gin']"
Android Engineer,"Java and Kotlin for development.Also leverage Flow, LeakCanary, Dagger, Mortar, and okhttp for day to day development.Protocol buffers for network transport.","['Net', 'Kotlin', 'java']"
Software Engineer - Tools and Infrastructure,"Proficient in Java/Scala, C/C++, or Python.Experience with cloud technologies, e.g. AWS, Azure, GCP, Docker, Kubernetes.","['java', 'docker', 'scala', 'aws', 'GCP', 'kubernetes', 'c++', 'Azure', 'c', 'python']"
Principal Software Engineer,"Experience in JavaScript, and one or more programming languages including but not limited to: PHP, Java, Python.10+ years of experience, BS Degree.","['javascript', 'java', 'python', 'php']"
Software Engineer - Revenue Data Platform (Revenue Platform),Previous experience with cloud server environments such as Amazon Web Services (AWS) and/or Google Cloud Platform (GCP).What Else You Can Expect:,"['Google Cloud', 'aws', 'GCP']"
"Frontend Engineer, Identity","Help turn our vision into a tangible roadmap every quarter by working with engineers, product managers and senior leadership.What we look for in you:",['gin']
Software Engineer - Mobile/Back-End,"For job positions in San Francisco, CA, and other locations where required, we will consider for employment qualified applicants with arrest and conviction…",['rest']
Machine Learning Engineer - Health ML,"You are a strong technical advocate with a background in Java, C++, or Scala, and Python.You are knowledgeable in one or more of the following: machine…","['scala', 'c++', 'java', 'python']"
"Frontend Engineer, Identity","Help turn our vision into a tangible roadmap every quarter by working with engineers, product managers and senior leadership.What we look for in you:",['gin']
"Software Engineer, Embedded Systems - University Graduate","BS/MS in Computer Science, something similar or equivalent work experience.As part of the Software Engineering team, you’ll have ownership of one or more…",['gin']
Online Marketing Associate - 2020 Graduate,"You'll join a world-class team that is a critical growth engine for the company.It’s great, but not required, if you have:Not eligible for Visa sponsorship.",['gin']
Web Developer Engineer,"We have an immediate opening for a Web Developer Engineer, ideally to be located in our San Francisco, CA office.Mastery of HTML, the DOM and styling with CSS.","['css', 'html', 'gin']"
Staff Software Engineer,"Significant experience with industrial control networks such as EtherCAT and CAN.Work with software and other engineers (mechanical, electrical, systems) as…","['gin', 'Net']"
Software Testing Development Engineer,You will be responsible for creating and maintaining a TDD environment for software used by millions of users.Bachelor's degree or equivalent experience.,['ai']
"Junior Java Backend Engineer - San Mateo, CA","Use of cloud services and tooling (e.g. AWS, Docker, Kubernetes, Atmos, Elastic Search).Successful software engineers at Guidewire typically have:","['docker', 'gin', 'aws', 'kubernetes']"
Machine Learning Engineer,Free lunch daily at our office located right next to the Caltrain in San Francisco.Experience deploying distributed machine learning systems on AWS or Google…,"['Go', 'aws', 'machine learning', 'ai']"
Infrastructure Software Engineer,"Highly skilled at developing and debugging in C/C++, Java, or Go.It culminates in careful attention to edge cases and error handling, polished code, and great…","['Go', 'java', 'c++', 'c', 'gin']"
Android Engineer,"Java and Kotlin for development.Also leverage Flow, LeakCanary, Dagger, Mortar, and okhttp for day to day development.Protocol buffers for network transport.","['Net', 'Kotlin', 'java']"
Software Engineer - Tools and Infrastructure,"Proficient in Java/Scala, C/C++, or Python.Experience with cloud technologies, e.g. AWS, Azure, GCP, Docker, Kubernetes.","['java', 'docker', 'scala', 'aws', 'GCP', 'kubernetes', 'c++', 'Azure', 'c', 'python']"
Principal Software Engineer,"Experience in JavaScript, and one or more programming languages including but not limited to: PHP, Java, Python.10+ years of experience, BS Degree.","['javascript', 'java', 'python', 'php']"
Software Engineer - Revenue Data Platform (Revenue Platform),Previous experience with cloud server environments such as Amazon Web Services (AWS) and/or Google Cloud Platform (GCP).What Else You Can Expect:,"['Google Cloud', 'aws', 'GCP']"
"Frontend Engineer, Identity","Help turn our vision into a tangible roadmap every quarter by working with engineers, product managers and senior leadership.What we look for in you:",['gin']
Software Engineer - Mobile/Back-End,"For job positions in San Francisco, CA, and other locations where required, we will consider for employment qualified applicants with arrest and conviction…",['rest']
Software Engineer in Test (SWIT),"Work with a modern technology stack which includes Python 3, Apache Airflow, Docker, AWS ECS, Django, and NodeJS based applications.","['docker', 'aws', 'apache airflow', 'django', 'nodejs', 'python']"
Android Engineer,"Knowledge of Java language and related frameworks.In addition to the Software Engineer requirements above, you have:","['gin', 'java']"
Customer Operations Engineer,"Good handle on Java programming (use jstack, jmap, debug logging extensively) and scripting languages.Working side by side with the core developers, product…","['scripting', 'Go', 'java', 'js', 'logging']"
Senior Software Engineer,"3+ years hands-on experience developing scalable, customer facing web services and software applications.Migrating millions of subscription records from MySQL…","['mysql', 'scala']"
"Sr. Software Engineer, Frontend - Frontend",Slack will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance.What you will be doing.,['ai']
Staff Software Engineer - Ecomm,Drives the execution of multiple business plans and projects by identifying customer and operational needs; developing and communicating business plans and…,['plan']
Staff Software Engineer - C++ (System Performance),"The Autonomous Vehicle (AV) software pipeline employs complex algorithms in the domains of perception, planning and control, which leads to aggressive system…","['plan', 'algorithms', 'ai']"
React Engineer (Front-End),"Lead developer on iMessage, FaceTime, CarPlay.Everyone wants to be healthy.Future is giving anyone, anywhere the ability to partner with an expert trainer.",['ai']
Backend Engineer (Ruby/Rails),"Excellent written and oral communication skills.BS, MS or PhD in computer science, math, or similar field.We're hiring software engineers to help us improve…","['math', 'gin']"
"Software Engineer, Computational Photography","You will develop end-to-end solutions, including algorithm design, implementation, quality evaluation, performance optimization to final deployment.",['Go']
Software Engineer - Full Stack,"Represent complex, novel concepts from machine learning and cryptography in an intuitive way.Experience developing software for data analysis, machine learning…","['cryptography', 'machine learning']"
Java Software Engineer,"5+ years of real world experience on large scale Java API server, Microservices, REST and SAS system using Java.","['rest', 'microservices', 'java']"
Java Developers (Immediate roles),Client is looking for an Java Developer.Immediate Interviews within 24 Hrs*.Who is a problem solver and gives ideas.He/ She should not look for clock.,['java']
Online Marketing Associate - 2020 Graduate,"You'll join a world-class team that is a critical growth engine for the company.It’s great, but not required, if you have:Not eligible for Visa sponsorship.",['gin']
"Staff Software Engineer, Real Time Payments (REF24378W) - Vi...","Must have a good base in building scalable, reliable and highly performant systems.Be part of a small team of go getters in an agile model.","['scala', 'Go']"
Full Stack Engineer (Ruby Back End),"Must have excellent oral and written communication skills.Experience with React.js, Backbone.js or similar JavaScript frameworks with good understanding and…","['js', 'React', 'javascript', 'Go']"
Software Engineer II - Java,"Knowledge of Object-oriented Programming Languages, such as Java and C++, in the development of systems, applications and web services, demonstrated by advanced…","['c++', 'java', 'Object-oriented programming']"
Senior Software Engineer - Observability (Full Stack),Proficiency in any modern programming language such as Java or Scala.This team collects and processes more than 5 billion metrics and evaluated ~1M alerts per…,"['metrics', 'java', 'scala']"
"Software Engineer, Computational Photography","You will develop end-to-end solutions, including algorithm design, implementation, quality evaluation, performance optimization to final deployment.",['Go']
Software Engineer - Full Stack,"Represent complex, novel concepts from machine learning and cryptography in an intuitive way.Experience developing software for data analysis, machine learning…","['cryptography', 'machine learning']"
Java Software Engineer,"5+ years of real world experience on large scale Java API server, Microservices, REST and SAS system using Java.","['rest', 'microservices', 'java']"
